post_id,user_id,post_username,post_created_at,heading,content,embed_platform,post_like_count,post_like_usernames,comment_count,latest_comment_at
0e3815a8-14f2-4da9-bac0-254a9b9149de,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-03-03 20:27:00+00:00,I keep circling back to tabloid ethics.,This has been rattling around in my head since the latest episode. Keen for the community's thoughtful take.,youtube,2,"emmie, pearl16",5,2026-03-05 08:27:00+00:00
dea130a3-c077-4e06-9ed9-928c02b1367d,cdec4c8a-245c-45c0-b460-1088a8215823,freya,2026-03-03 20:51:00+00:00,What are we all thinking about Messy celeb interviews right now?,I keep hearing versions of the same argument and want something smarter than the timeline. Drop your article.,apple_podcasts,2,"job, sabrina88",2,2026-03-04 18:51:00+00:00
a5805a92-36f4-4cc4-b616-30b62410a9f6,17bb260a-3064-4c39-937e-f3e36ac5549e,josie75,2026-03-05 10:55:00+00:00,Open thread for award season narratives.,I want the read that makes the whole thing click. Please send your hot take.,tiktok,5,"remizz, indi7, tilly, willa23, rubyx",4,2026-03-07 11:55:00+00:00
362162d6-74bd-4995-9f26-3a63d04e2e9a,26ea0c6b-e2be-4c73-8b4a-ea05405e5aaf,willa55,2026-03-05 18:12:00+00:00,Open thread for girlboss backlash.,Feels like there is a more interesting angle here than the obvious one. Share your article or voice note. Bonus points if it's more thoughtful than whatever TikTok is doing with it today.,youtube,1,sasha_notes,2,2026-03-06 08:12:00+00:00
371176c4-9794-4c97-8f35-22ec0b3b6d8b,d166e831-26a9-40e0-a695-15fc5c03cd78,layla_x,2026-03-07 08:51:00+00:00,Who has the best take on microtrend fatigue?,This has been rattling around in my head since the latest episode. Keen for the community's best Substack. Curious whether people changed their mind over the last few weeks.,None,0,,1,2026-03-07 14:51:00+00:00
3b4c3d7c-2f0a-425c-9781-42ab7e6a3416,26ea0c6b-e2be-4c73-8b4a-ea05405e5aaf,willa55,2026-03-09 07:42:00+00:00,Who has the best take on PR relationships?,I want the read that makes the whole thing click. Please send your spiciest theory.,None,1,emmie62,3,2026-03-10 07:42:00+00:00
77a132e2-57da-4dec-b02e-b237562be12d,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-03-09 09:55:00+00:00,Open thread for comfort rewatches.,Feels like there is a more interesting angle here than the obvious one. Share your show rec. Curious whether people changed their mind over the last few weeks.,None,1,megan,2,2026-03-09 14:55:00+00:00
9bc32dac-607a-40c6-aba4-29174c182da9,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-03-09 10:18:00+00:00,I keep circling back to internet overexposure.,Feels like there is a more interesting angle here than the obvious one. Share your smartest read.,apple_podcasts,3,"billiexo, rubyx, blair74",0,2026-03-09 10:18:00+00:00
e1d99ba5-08bb-4cb6-86b0-9b5aaae3ee28,0bf84a80-6729-4c12-80af-652ef37f5f0b,beth,2026-03-09 11:42:00+00:00,Need the group's view on comfort rewatches.,Trying to separate what is actually interesting from what is just loud online. Would love your show rec. Curious whether people changed their mind over the last few weeks.,None,5,"annieb, thea, islax, isla_x, stella",5,2026-03-11 01:42:00+00:00
7ddce478-0c9e-4986-8b5c-746a2a9dc0e7,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-03-10 07:27:00+00:00,Open thread for Messy celeb interviews.,This has been rattling around in my head since the latest episode. Keen for the community's article. Curious whether people changed their mind over the last few weeks.,None,1,fern,2,2026-03-11 00:27:00+00:00
3be96144-8c14-4574-90c3-7ebfd487d1a6,971b74b9-34b6-4d68-b86b-6374e2cf764f,remis,2026-03-11 17:22:00+00:00,I keep circling back to microtrend fatigue.,I keep hearing versions of the same argument and want something smarter than the timeline. Drop your best Substack. Bonus points if it's more thoughtful than whatever TikTok is doing with it today.,None,0,,0,2026-03-11 17:22:00+00:00
e9a44914-a3cb-4091-a52e-3bea608a35ae,30f1be84-2193-47b8-a20e-cf46d2cf6b76,sasha_notes,2026-03-12 13:00:00+00:00,Need the group's view on parasocial friendship.,I keep hearing versions of the same argument and want something smarter than the timeline. Drop your take.,instagram,0,,1,2026-03-12 16:00:00+00:00
6b2fb792-3795-457a-b4cc-28eb1bb6dc24,1fd42c2d-fadb-4794-8d33-f4eefae244ac,cleo,2026-03-13 08:00:00+00:00,Is anyone else fully locked into microtrend fatigue discourse?,This has been rattling around in my head since the latest episode. Keen for the community's best Substack.,youtube,1,esme,2,2026-03-14 08:00:00+00:00
e876c999-7fad-44a0-87c5-bfa3ac78ad4b,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-03-13 08:27:00+00:00,Open thread for comfort rewatches.,I want the read that makes the whole thing click. Please send your show rec. Curious whether people changed their mind over the last few weeks.,spotify,1,immy79,1,2026-03-13 18:27:00+00:00
998d1e4d-1c33-4914-8e90-055bd3cd0d5c,66c36fbf-b638-48b9-82db-f015331857ba,isla_x,2026-03-14 21:15:00+00:00,I keep circling back to reality TV villains.,Feels like there is a more interesting angle here than the obvious one. Share your smartest dumb take. Bonus points if it's more thoughtful than whatever TikTok is doing with it today.,None,2,"darcy51, layla_x",2,2026-03-15 06:15:00+00:00
86e188be-c8ac-4809-8637-6528b92f210b,d166e831-26a9-40e0-a695-15fc5c03cd78,layla_x,2026-03-17 20:39:00+00:00,Who has the best take on microtrend fatigue?,I keep hearing versions of the same argument and want something smarter than the timeline. Drop your best Substack.,None,2,"alixs, kiki",5,2026-03-19 07:39:00+00:00
1b3e2721-f5d7-434b-a363-69c6a7f2a42c,66c36fbf-b638-48b9-82db-f015331857ba,isla_x,2026-03-18 08:12:00+00:00,I keep circling back to sad girl pop.,Feels like there is a more interesting angle here than the obvious one. Share your take.,spotify,1,ashhq,6,2026-03-20 01:12:00+00:00
fb7cb5bd-14fc-424c-8ada-76a7688727a6,17bb260a-3064-4c39-937e-f3e36ac5549e,josie75,2026-03-18 10:51:00+00:00,Need the group's view on nepo-baby discourse.,This has been rattling around in my head since the latest episode. Keen for the community's most nuanced take. Bonus points if it's more thoughtful than whatever TikTok is doing with it today.,None,3,"thea, cleo, arielzz",2,2026-03-19 01:51:00+00:00
304860d8-3207-4a61-be9c-371fa3086a31,0bf84a80-6729-4c12-80af-652ef37f5f0b,beth,2026-03-18 12:39:00+00:00,What are we all thinking about book-to-screen adaptations right now?,Trying to separate what is actually interesting from what is just loud online. Would love your must-read.,apple_podcasts,2,"frankie, sasha_notes",4,2026-03-19 14:39:00+00:00
0aa50379-aa7c-4811-b0a1-db0c529a099f,fcf6ae40-6003-422e-83a3-52c02a8d1cd6,nora24,2026-03-19 20:18:00+00:00,Open thread for sad girl pop.,I keep hearing versions of the same argument and want something smarter than the timeline. Drop your take.,None,1,coco,2,2026-03-20 11:18:00+00:00
3c4bab93-8dd7-4f9f-b155-2ac60d2ba966,797680b7-038f-4535-9c3b-4af72d637bc4,alixclub,2026-03-24 18:12:00+00:00,Is anyone else fully locked into nepo-baby discourse discourse?,This has been rattling around in my head since the latest episode. Keen for the community's most nuanced take.,None,0,,2,2026-03-25 08:12:00+00:00
59a7b8cf-33d1-4d84-855f-e02b9045476f,36440350-a43e-4388-b514-a9a691954bc9,mae,2026-03-25 10:51:00+00:00,Need the group's view on movie press tours.,Trying to separate what is actually interesting from what is just loud online. Would love your thought.,youtube,4,"penny66, tess, harper_x, emmie",4,2026-03-26 03:51:00+00:00
e3bf71cc-483e-40f3-b68a-8f201affeeb0,fcf6ae40-6003-422e-83a3-52c02a8d1cd6,nora24,2026-03-25 20:00:00+00:00,I keep circling back to book-to-screen adaptations.,I want the read that makes the whole thing click. Please send your must-read.,apple_podcasts,0,,0,2026-03-25 20:00:00+00:00
df44d941-4ec3-4b8a-9105-4128a81bcb90,17bb260a-3064-4c39-937e-f3e36ac5549e,josie75,2026-03-26 08:22:00+00:00,Open thread for movie press tours.,I keep hearing versions of the same argument and want something smarter than the timeline. Drop your thought.,apple_podcasts,0,,5,2026-03-27 12:22:00+00:00
35c86f01-08a4-4c94-828d-b3b0cc31b033,d166e831-26a9-40e0-a695-15fc5c03cd78,layla_x,2026-03-26 17:47:00+00:00,Need the group's view on cancelled tours.,I want the read that makes the whole thing click. Please send your best explainer. Bonus points if it's more thoughtful than whatever TikTok is doing with it today.,spotify,1,elsie,3,2026-03-28 02:47:00+00:00
e1edcf7b-0b8b-40b8-b643-d60f9af9051e,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-03-27 09:27:00+00:00,Open thread for PR relationships.,I want the read that makes the whole thing click. Please send your spiciest theory.,instagram,4,"mimi42, nora24, elsie_club, theanotes",3,2026-03-27 20:27:00+00:00
8d87c598-47d2-4a52-aa92-a325b7f3eea7,1fd42c2d-fadb-4794-8d33-f4eefae244ac,cleo,2026-03-27 18:05:00+00:00,I keep circling back to book-to-screen adaptations.,Trying to separate what is actually interesting from what is just loud online. Would love your must-read.,apple_podcasts,1,billiexo,3,2026-03-28 18:05:00+00:00
bea8475f-3c8f-4dc7-9b13-914f7a378d0c,1fd42c2d-fadb-4794-8d33-f4eefae244ac,cleo,2026-03-28 17:42:00+00:00,I keep circling back to parasocial friendship.,I need the intelligent-but-not-too-serious version of this conversation. Hit me with your take. Bonus points if it's more thoughtful than whatever TikTok is doing with it today.,None,1,emmie3,0,2026-03-28 17:42:00+00:00
d8f0e5bc-f4aa-4fc1-a233-1044c7ddbb91,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-03-29 10:00:00+00:00,Who is handling the latest nepo-baby discourse best?,This week episode made me rethink who actually gets a fair shot in the nepo-baby conversation. Keen for your most nuanced takes.,None,2,"lila, cleo",3,2026-03-30 13:00:00+00:00
0707d0e2-88b0-4ed4-aae2-7f0352dbc1c1,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-03-30 09:00:00+00:00,Best long-read on the celebrity memoir boom?,"I am building a little reading list after Monday Analysis. Drop the best profiles, essays or podcasts on memoir culture.",None,0,,2,2026-03-31 12:00:00+00:00
9c124498-340f-47a4-8771-8d0d3b8cf908,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-03-31 08:00:00+00:00,April recs: what's your smartest dumb watch?,I need a post-work watch that scratches the pop-culture itch without frying my brain. Give me your smartest dumb stuff.,None,0,,2,2026-04-01 12:00:00+00:00
b107e74e-9d68-42fc-9948-7e31dc7df346,e6716ed7-f5f8-4f76-8b16-786cb55b5c1a,rubyx,2026-03-31 09:42:00+00:00,Can someone explain why internet overexposure keeps coming back?,Trying to separate what is actually interesting from what is just loud online. Would love your smartest read.,None,5,"sienna73, quinns, beth_daily, alixs, frankie_x",0,2026-03-31 09:42:00+00:00
45917656-6d24-4051-b55f-c6590833f526,0bf84a80-6729-4c12-80af-652ef37f5f0b,beth,2026-03-31 19:51:00+00:00,Can someone explain why reality TV villains keeps coming back?,Feels like there is a more interesting angle here than the obvious one. Share your smartest dumb take. Bonus points if it's more thoughtful than whatever TikTok is doing with it today.,None,5,"kate, fern37, layla_x, sabrina88, esme95",3,2026-04-01 05:51:00+00:00
41fcff45-6368-499e-acd4-2bc044a3e18c,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-04-01 07:00:00+00:00,Would you go to a Shameless live-listen in Melbourne?,Thinking about a low-key live-listen + drinks in Melbourne next month. Would you come if it was after work?,None,0,,3,2026-04-02 13:00:00+00:00
e85aa71f-0e17-4881-9eaf-840b3432d863,ee6ea00c-f6d0-4db3-930a-3ceb13e0b9cb,heidi33,2026-04-01 07:47:00+00:00,I keep circling back to sad girl pop.,I keep hearing versions of the same argument and want something smarter than the timeline. Drop your take. Curious whether people changed their mind over the last few weeks.,spotify,1,lauren,1,2026-04-01 13:47:00+00:00
5dc3030f-337e-45d1-886f-5ccb2a75d31b,bd7c68e4-dbd3-42dd-a87e-932ce8096d75,nell35,2026-04-01 12:05:00+00:00,Can someone explain why movie press tours keeps coming back?,Trying to separate what is actually interesting from what is just loud online. Would love your thought.,tiktok,2,"ana, evie",3,2026-04-02 20:05:00+00:00
6a7d33d9-89e4-4e49-918e-2a38a261753b,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-04-02 06:00:00+00:00,I have a hot take on redemption arcs,Maybe we are too eager to hand public figures a redemption arc the second they cry on a podcast. Convince me otherwise.,spotify,2,"nia, mads",2,2026-04-03 12:00:00+00:00
a787633a-2847-46a6-8524-6f47033f0b07,5ba27d3d-ac03-42e9-931a-893a0bc836f6,nia,2026-04-03 05:00:00+00:00,Episode thread: the fame fatigue chat,"This comment section is for the new episode only: biggest takeaway, best quote, and any follow-up reading.",apple_podcasts,1,mads,3,2026-04-04 13:00:00+00:00
72698255-5753-4c5f-9a87-046f0b38893b,1fd42c2d-fadb-4794-8d33-f4eefae244ac,cleo,2026-04-04 04:00:00+00:00,What's your comfort rewatch right now?,Not everything needs to be prestige TV. What's your go-to comfort rewatch and why does it still hit?,None,0,,2,2026-04-05 12:00:00+00:00
4221aa0a-a6aa-4a33-b14e-6f177363c349,26ea0c6b-e2be-4c73-8b4a-ea05405e5aaf,willa55,2026-04-04 09:15:00+00:00,Can someone explain why cancelled tours keeps coming back?,I want the read that makes the whole thing click. Please send your best explainer.,spotify,1,violet80,1,2026-04-04 12:15:00+00:00
8b8edea4-d7a8-4d2b-b0db-ba207e05c3d1,797680b7-038f-4535-9c3b-4af72d637bc4,alixclub,2026-04-04 09:15:00+00:00,Hot take request: girlboss backlash.,This has been rattling around in my head since the latest episode. Keen for the community's article or voice note.,None,0,,2,2026-04-04 18:15:00+00:00
d9e168ee-f673-40e0-b41a-e95af1bb1cd3,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-04-04 19:08:00+00:00,I keep circling back to comfort rewatches.,This has been rattling around in my head since the latest episode. Keen for the community's show rec.,None,0,,3,2026-04-05 10:08:00+00:00
ebe938ce-8291-4fa2-869e-bd3acb6737fe,f97fc0e9-dace-4428-8859-ad8ebd2532fd,tara,2026-04-05 03:00:00+00:00,Community poll: do you like guest episodes more than host-only chats?,We are testing the content mix for the prototype. Tell me what you actually press play on.,None,3,"cleo, mads, lila",2,2026-04-06 12:00:00+00:00
d1370ea2-2343-49b0-8c42-9c628fb23ed5,1fd42c2d-fadb-4794-8d33-f4eefae244ac,cleo,2026-04-06 11:51:00+00:00,Need the group's view on reality TV villains.,This has been rattling around in my head since the latest episode. Keen for the community's smartest dumb take. Bonus points if it's more thoughtful than whatever TikTok is doing with it today.,apple_podcasts,0,,0,2026-04-06 11:51:00+00:00
