user_id,username,city,industry,gender,post_count,comment_count,post_likes_received,comment_likes_received,engagement_score,value_segment
1c685bd4-a8dc-48db-aeca-bab50ba7438f,esme95,Auckland,Education,female,0.0,3.0,0.0,1.0,7.0,high
6282edfc-8011-4fa6-b0a1-a461e37f1c3b,dani54,Melbourne,Healthcare,prefer_not_to_say,0.0,3.0,0.0,1.0,7.0,high
9c5ff107-b6e3-49b9-a880-14a8d4a6055a,coco_daily,Wellington,Healthcare,prefer_not_to_say,0.0,1.0,0.0,4.0,6.0,high
274354bb-3aa8-4c84-9b6f-38f0fe9b6743,lexidaily,Canberra,Healthcare,female,0.0,1.0,0.0,4.0,6.0,high
4d7418d0-b0c1-441d-9365-e1f5c7cd85c2,bellaclub,Adelaide,Healthcare,female,1.0,1.0,1.0,0.0,6.0,high
797680b7-038f-4535-9c3b-4af72d637bc4,alixclub,Melbourne,Education,female,2.0,0.0,0.0,0.0,6.0,high
bbc73ce5-c560-4c00-a5ed-dd4894dc8188,thea_hq,Christchurch,Hospitality,male,0.0,2.0,0.0,2.0,6.0,high
15a926f0-a4aa-4929-b777-0de0a0766005,jas27,Adelaide,Advertising,non_binary,0.0,2.0,0.0,2.0,6.0,high
7716d5c5-f68c-4d02-b068-a9e35a9545c4,sasha_zz,Adelaide,Advertising,female,0.0,2.0,0.0,2.0,6.0,high
44f0b95b-33a1-4be1-9b55-d4790f1cc3e8,sienna,Manchester,Technology,prefer_not_to_say,0.0,1.0,0.0,3.0,5.0,high
f6819374-e53e-4919-90db-67893b46a553,tess,Sydney,Education,female,1.0,0.0,2.0,0.0,5.0,high
97bca700-cb0e-4868-b443-49a209c71436,billiexo,Brisbane,Fashion,female,1.0,0.0,2.0,0.0,5.0,high
6a7e4ed2-ba2b-4bf7-96ac-d65968586436,lucy,Canberra,Retail,female,0.0,1.0,0.0,2.0,4.0,high
30e3dc10-27da-46ca-a33a-72d218fee6ec,pearl16,Christchurch,Publishing,female,0.0,2.0,0.0,0.0,4.0,high
3c328caf-a188-4e5b-ba10-45f70f18c6b8,hazel_s,Hobart,Education,prefer_not_to_say,0.0,1.0,0.0,1.0,3.0,high
37ff55fb-7f56-490d-a711-e1f8998e18a4,islaclub,Manchester,Marketing,female,0.0,1.0,0.0,1.0,3.0,high
f97e3d10-e2db-475f-bf73-9786196958f3,larab,London,Marketing,non_binary,0.0,1.0,0.0,1.0,3.0,high
2e1f8d5b-b4dd-4558-bd68-4d9437ac2893,sabrina_notes,Hobart,Media,female,0.0,1.0,0.0,1.0,3.0,high
07c76569-1d23-4fcc-b263-bddc7f5f03b6,pearl93,Melbourne,Hospitality,prefer_not_to_say,0.0,1.0,0.0,1.0,3.0,high
46cf5f34-9e5c-49c2-a6dd-afae777aa143,harper_s,Melbourne,Publishing,male,0.0,1.0,0.0,1.0,3.0,high
c270ec6c-6810-4ef0-9cf1-5fdd69736fac,frankie_x,Sydney,Retail,male,0.0,1.0,0.0,1.0,3.0,high
adcc0798-5cf1-4160-b39f-6d8b5e65f5b1,yasmin,Singapore,Government,female,0.0,1.0,0.0,1.0,3.0,high
30f1be84-2193-47b8-a20e-cf46d2cf6b76,sasha_notes,Adelaide,Media,male,1.0,0.0,0.0,0.0,3.0,high
465c489c-3cf7-4689-84eb-1e50fe97d34e,siennanotes,Gold Coast,Healthcare,female,0.0,1.0,0.0,0.0,2.0,high
46700dca-926f-4da6-8b42-bd0228cb799e,remi22,Sydney,Healthcare,female,0.0,1.0,0.0,0.0,2.0,medium
577ed759-7e42-4251-a832-b7d1acb65208,heidi_notes,London,Marketing,male,0.0,1.0,0.0,0.0,2.0,high
e3c96c28-de69-4eb3-ae92-a701f779dfcf,hazel15,Christchurch,Healthcare,non_binary,0.0,1.0,0.0,0.0,2.0,high
317197bc-cb0c-419a-9ee3-47442a2a4d44,job,Wellington,Student,female,0.0,1.0,0.0,0.0,2.0,high
1e89dda9-18f6-4def-9abf-5bf0290cc970,arielzz,Sydney,Government,female,0.0,1.0,0.0,0.0,2.0,high
6d82a1a1-c18b-412f-81c9-3d0dd60a712e,josie,Brisbane,Healthcare,female,0.0,1.0,0.0,0.0,2.0,high
50bdefa7-df24-4160-ac9c-a66492b578e0,sadie,Newcastle,Finance,female,0.0,0.0,0.0,0.0,0.0,medium
99a8bb1e-a774-4a17-b50c-77c9cb5a0c03,elsie17,Hobart,Retail,non_binary,0.0,0.0,0.0,0.0,0.0,medium
436802f6-b0e0-4c9c-92bc-8a06e8707861,celeste_notes,Adelaide,Healthcare,female,0.0,0.0,0.0,0.0,0.0,medium
53c3ca49-fd20-4d62-a9f0-e446082e75e9,billie,Singapore,Technology,male,0.0,0.0,0.0,0.0,0.0,medium
a0f82cbd-f87b-4f1c-a6d4-1627152f14d0,quinn55,Perth,Finance,female,0.0,0.0,0.0,0.0,0.0,medium
d600f83e-b9a8-4eb4-85dd-e317258a06a5,fern37,Manchester,Technology,female,0.0,0.0,0.0,0.0,0.0,medium
5b3ca4ae-41e6-4e76-9c71-bdf7d8c812d6,harper16,Manchester,Student,male,0.0,0.0,0.0,0.0,0.0,medium
339ae17c-18ee-4ab3-813a-b9a28efb7da8,matilda,Christchurch,Education,male,0.0,0.0,0.0,0.0,0.0,medium
852fc399-b661-4baf-a7bd-cb3f7fe4a9aa,ivy,Sydney,Hospitality,female,0.0,0.0,0.0,0.0,0.0,medium
19144a69-4425-4709-88fe-ede4cdc13252,fiona46,Newcastle,Fashion,female,0.0,0.0,0.0,0.0,0.0,medium
27ce0655-01cf-4fa8-81e3-021f45b37a31,bonnie_x,Christchurch,Advertising,female,0.0,0.0,0.0,0.0,0.0,medium
695c8b1e-fb49-4374-aeae-82fc348f2356,quinns,Canberra,Education,female,0.0,0.0,0.0,0.0,0.0,medium
8fcdfbfa-cd04-44b6-86d1-dc1fef1beffc,olivianotes,Manchester,Technology,female,0.0,0.0,0.0,0.0,0.0,medium
0e756888-75a5-4e50-8dfe-34fe951598ae,gemma15,Gold Coast,Student,female,0.0,0.0,0.0,0.0,0.0,medium
3e194cfd-a410-49bc-a616-2390c0a3f125,drewa,Brisbane,Retail,female,0.0,0.0,0.0,0.0,0.0,medium
87f6beaf-55e7-47ea-80f0-70cda16730d2,alixzz,Melbourne,Student,female,0.0,0.0,0.0,0.0,0.0,medium
019262fe-d261-4b09-b81f-1457751a5237,theanotes,Christchurch,Media,female,0.0,0.0,0.0,0.0,0.0,medium
b642e45e-3a95-47c1-a9ae-ee2020dae4cc,lauren_daily,London,Student,female,0.0,0.0,0.0,0.0,0.0,medium
ac9667d2-6362-4f08-b804-25786c9d0a43,jane,Manchester,Fashion,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,medium
72d504f3-03e9-4e2d-a6b7-48342af2655c,tess13,Auckland,Retail,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,medium
ec558623-0f9d-4d8b-88b5-51e03cea6aa4,elsieclub,Auckland,Technology,female,0.0,0.0,0.0,0.0,0.0,medium
83a0f50f-708c-4787-b4cf-45b044f3f237,irisclub,Perth,Legal,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,medium
a4dbd257-6e33-4ccb-bd1e-7ab23ad6c4c8,jessie,Singapore,Education,female,0.0,0.0,0.0,0.0,0.0,medium
c16a2b14-7129-47e3-87b1-4b49ca9aa552,sabrina,Adelaide,Student,male,0.0,0.0,0.0,0.0,0.0,medium
9030281e-fb7d-45d7-987e-542ad139c790,lexi,Sydney,Legal,female,0.0,0.0,0.0,0.0,0.0,medium
c1630bbf-f5b1-4534-b88c-f4f73e6ca7fa,sadie50,Manchester,Finance,female,0.0,0.0,0.0,0.0,0.0,medium
82c75b46-14d9-4c55-ac63-c86e4f8aca04,sashanotes,Melbourne,Marketing,female,0.0,0.0,0.0,0.0,0.0,medium
81a7a0cf-8aed-43c6-8ea3-7a2d7ff18e6e,layla14,Perth,Publishing,female,0.0,0.0,0.0,0.0,0.0,medium
52fa611a-ad59-4649-83e9-37c6d73a4a55,ella,Wellington,Media,non_binary,0.0,0.0,0.0,0.0,0.0,medium
41fb4f3a-bfdb-4c16-bc9a-1a71dc9d9641,ariel,Auckland,Education,female,0.0,0.0,0.0,0.0,0.0,medium
014f0a65-8380-4812-8176-42b529510691,cocox,Newcastle,Retail,non_binary,0.0,0.0,0.0,0.0,0.0,medium
1dd10e32-0b60-4b2c-aeb5-9bf69341aa7e,pipers,Bristol,Legal,female,0.0,0.0,0.0,0.0,0.0,medium
97475ac5-aee2-436b-8514-cba965ebf9f6,kate,Canberra,Hospitality,non_binary,0.0,0.0,0.0,0.0,0.0,medium
d5c5afe9-360c-45b0-96ad-7a804306d919,cass,Auckland,Media,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,medium
35ecaaf6-631d-4450-b03b-c2c7240d3c7f,yasmin37,Bristol,Student,female,0.0,0.0,0.0,0.0,0.0,medium
0e2e8b25-8034-453b-b561-ecb66831343f,sasha,Manchester,Publishing,female,0.0,0.0,0.0,0.0,0.0,medium
9974db51-7ba8-4e66-ae4f-6b9a1d55ad10,matildadaily,Gold Coast,Student,female,0.0,0.0,0.0,0.0,0.0,medium
b5c875cb-0b83-4eef-a232-0c1a5cf0820b,olive,Manchester,Finance,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,medium
a5bfd86c-25cb-4bc6-9cff-251544326418,delia98,Bristol,Finance,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,medium
14a16d71-cc3d-43ec-b35b-a49d49e55b58,kaia,Sydney,Consulting,female,0.0,0.0,0.0,0.0,0.0,medium
de66550f-b51e-4e13-aa89-2d9fb731f712,gigi,Adelaide,Technology,male,0.0,0.0,0.0,0.0,0.0,medium
5ccd9207-585d-4bbc-b77e-ba82b1e3ad78,bella,Bristol,Technology,female,0.0,0.0,0.0,0.0,0.0,medium
633a3077-966f-4242-ba9b-dde9cc4946a3,frankie_b,Hobart,Marketing,female,0.0,0.0,0.0,0.0,0.0,medium
ba9228b7-5766-4ad3-a2d4-5b33611570e3,stevie,Gold Coast,Healthcare,female,0.0,0.0,0.0,0.0,0.0,medium
c561ed09-737b-4d17-b7f0-8b46fb7c42bc,jasb,Auckland,Publishing,female,0.0,0.0,0.0,0.0,0.0,medium
4e2b6d1f-6b1a-411b-a9ba-cc905ed90f91,ivy_xo,Adelaide,Marketing,female,0.0,0.0,0.0,0.0,0.0,medium
9b4cf068-fe95-4bf7-9045-25e69252a9c3,beth_hq,Christchurch,Marketing,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,medium
9e926af6-7e11-4c1e-9b9c-dfdd7505d644,sabrina81,Singapore,Media,male,0.0,0.0,0.0,0.0,0.0,medium
11cf75fd-864d-437c-96a4-67839e2d6797,mimi,Sydney,Marketing,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,medium
5e4c0558-99e3-4f9e-a2eb-e2d9598190e1,johq,Singapore,Media,male,0.0,0.0,0.0,0.0,0.0,medium
52699108-c042-41ad-bec2-48131d1a0d97,jules72,Perth,Publishing,female,0.0,0.0,0.0,0.0,0.0,medium
505613fa-5f05-40c6-afa2-5ec795da98c7,zoe,Sydney,Publishing,female,0.0,0.0,0.0,0.0,0.0,medium
f22c161a-296d-408a-879b-8d52aeca9de5,sabrina_zz,Auckland,Finance,male,0.0,0.0,0.0,0.0,0.0,medium
5c8dd240-fa2f-44d9-8cf5-7d878eeae998,laylaxo,London,Healthcare,non_binary,0.0,0.0,0.0,0.0,0.0,medium
33ec1820-3da3-4053-9b85-c971d398e952,ashhq,Bristol,Marketing,female,0.0,0.0,0.0,0.0,0.0,medium
d771018c-2c5e-4bef-a426-d16b96b8298d,beth_daily,Wellington,Media,female,0.0,0.0,0.0,0.0,0.0,medium
b94beb8c-b4e6-4b38-8ffd-1a3b371b6dff,jane26,Auckland,Marketing,female,0.0,0.0,0.0,0.0,0.0,medium
25893a3e-6be3-4f18-9831-a63e36f850a5,nora,Wellington,Technology,male,0.0,0.0,0.0,0.0,0.0,medium
14e754b3-4708-412b-a149-7423530010ff,sienna73,Sydney,Government,male,0.0,0.0,0.0,0.0,0.0,medium
65d02f9e-aebb-498e-933c-3c07c237f4c5,darcy_x,Hobart,Government,male,0.0,0.0,0.0,0.0,0.0,medium
89824f67-3399-4621-8af2-e26fdd02d511,remi,Perth,Retail,female,0.0,0.0,0.0,0.0,0.0,medium
0d48de63-30c6-4b79-ae1c-6751ae183c0e,roryclub,Singapore,Publishing,female,0.0,0.0,0.0,0.0,0.0,low
ff4821bb-9f45-4de9-86fa-ecf043c2032a,rosahq,London,Education,male,0.0,0.0,0.0,0.0,0.0,medium
0a2bd15c-032c-469b-8e64-1dcd35f614fc,norab,London,Retail,female,0.0,0.0,0.0,0.0,0.0,low
0b156384-ee28-4672-a35a-b08d7eade4f1,thea,Bristol,Technology,male,0.0,0.0,0.0,0.0,0.0,low
17054a57-c219-47c5-b988-4a123b4d4c11,ayla,Wellington,Consulting,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,low
f6f286e6-7a01-4d2c-831c-9fc313bc06e3,georgia31,Auckland,Advertising,non_binary,0.0,0.0,0.0,0.0,0.0,low
5dafba5f-6e82-4bb0-a20e-e0fcdc606691,ash,Auckland,Finance,female,0.0,0.0,0.0,0.0,0.0,low
b2987bbc-f9a0-4c19-8284-1222f9ff0ff6,ria,Adelaide,Advertising,non_binary,0.0,0.0,0.0,0.0,0.0,low
22658365-fc66-4572-9dfa-f9735610cd06,esme,Singapore,Technology,female,0.0,0.0,0.0,0.0,0.0,low
1ad0c842-ea5f-4ad6-ac79-dc47f03df733,evie,Perth,Marketing,male,0.0,0.0,0.0,0.0,0.0,low
1a0e9e4a-7835-4dbb-8565-39ad345e086f,lara_b,Hobart,Government,female,0.0,0.0,0.0,0.0,0.0,low
34d78b3a-f872-48c9-8a28-b157f9c3f0c1,emmie3,Newcastle,Education,female,0.0,0.0,0.0,0.0,0.0,low
059eea4f-2a6f-4ae6-a848-b91746bba08e,bella_club,Brisbane,Technology,female,0.0,0.0,0.0,0.0,0.0,low
3e4ada96-2fe6-4734-af3f-a0a86dd5c46f,mila40,Brisbane,Publishing,male,0.0,0.0,0.0,0.0,0.0,low
0f228283-499d-4d2d-bcc1-7272fbae8c72,sabrina88,Brisbane,Healthcare,female,0.0,0.0,0.0,0.0,0.0,low
41635a0f-0c1a-419d-9335-974c6960e5a9,jules53,Sydney,Retail,female,0.0,0.0,0.0,0.0,0.0,low
17eac12e-dc57-4d2a-95cd-4df70b20e144,coco,Adelaide,Student,male,0.0,0.0,0.0,0.0,0.0,low
ed453f6c-f309-4400-a99f-f69648f7f2d0,emmie62,Sydney,Media,non_binary,0.0,0.0,0.0,0.0,0.0,low
5e0b4d27-4b10-4687-a0dd-80942e6551d6,darcy51,London,Healthcare,female,0.0,0.0,0.0,0.0,0.0,low
3521c036-49a2-47c2-990f-378b7d62f0b2,deliab,Hobart,Marketing,non_binary,0.0,0.0,0.0,0.0,0.0,medium
1cd08dc2-828c-4d97-8b17-3b079715f730,ava14,Manchester,Finance,non_binary,0.0,0.0,0.0,0.0,0.0,low
03ec60cf-e03a-4715-87b7-3a25540371c5,penny66,Bristol,Education,female,0.0,0.0,0.0,0.0,0.0,low
58ad7369-9022-4f95-86f9-335a110046e9,lauren,London,Healthcare,female,0.0,0.0,0.0,0.0,0.0,low
5da88215-4f77-44b8-b2cb-a57a3effeaeb,immy79,Perth,Nonprofit,non_binary,0.0,0.0,0.0,0.0,0.0,low
4eb03957-f10e-4b75-bf7a-e922dee56941,clara,Wellington,Consulting,female,0.0,0.0,0.0,0.0,0.0,low
89e3d5b0-9ffa-4b84-9837-12945ddb3d21,mabelnotes,London,Student,non_binary,0.0,0.0,0.0,0.0,0.0,low
9ba6b3ef-a67d-4c75-8a80-6c6e24b25df8,rory,Auckland,Marketing,female,0.0,0.0,0.0,0.0,0.0,low
f05ef61f-edff-45d5-8e96-43c885ff52fa,harper_x,London,Healthcare,female,0.0,0.0,0.0,0.0,0.0,low
2950f395-b4ba-49ad-aaeb-23aabd73d08d,bea,Gold Coast,Media,female,0.0,0.0,0.0,0.0,0.0,low
6dca20f2-303d-4147-b771-5f0a38fac63b,bonnie,Auckland,Hospitality,non_binary,0.0,0.0,0.0,0.0,0.0,low
22a3f78b-16d8-4718-9085-766402ed32d9,megan,Singapore,Nonprofit,female,0.0,0.0,0.0,0.0,0.0,low
57254094-158a-464b-be9a-442de9fac673,stellab,Melbourne,Publishing,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,low
f52c4283-9860-42f4-ba08-073be0806bed,kiki,Christchurch,Nonprofit,female,0.0,0.0,0.0,0.0,0.0,low
9c9b8078-33fe-4ae9-b3b2-6933afd5d7e5,billie97,Adelaide,Publishing,female,0.0,0.0,0.0,0.0,0.0,low
1b32c62a-1a6d-423f-ade9-ec47fd5ec9e0,fiona32,Christchurch,Technology,male,0.0,0.0,0.0,0.0,0.0,low
435d8036-13cd-4902-a08e-a3800de61d0e,eliza,Canberra,Media,female,0.0,0.0,0.0,0.0,0.0,low
15b7b91a-1056-4301-9001-447a3decbf53,elizazz,Sydney,Government,female,0.0,0.0,0.0,0.0,0.0,low
a5c0a547-9d52-4ef7-959e-82b1d3f8e0c1,stella,Singapore,Consulting,female,0.0,0.0,0.0,0.0,0.0,low
dd845e5e-66d9-4f8f-b285-b5c81ea0c58e,willa3,Melbourne,Finance,female,0.0,0.0,0.0,0.0,0.0,low
46d8198a-c82a-4508-a7f9-67f2802aa7fe,blair74,Newcastle,Student,female,0.0,0.0,0.0,0.0,0.0,low
18b0c473-c73e-4788-9fcc-044364aa5b1f,lara,Manchester,Technology,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,low
f0405a2b-81b7-469f-869b-60a3f3492dd5,tilly,Newcastle,Healthcare,female,0.0,0.0,0.0,0.0,0.0,low
91c1b088-ff59-4d0f-82e0-d34085ae4afd,astrid,Christchurch,Healthcare,non_binary,0.0,0.0,0.0,0.0,0.0,low
4b1a5a60-213b-47c4-b505-e6feba9bb3f1,gigixo,Manchester,Legal,female,0.0,0.0,0.0,0.0,0.0,low
1e4ad8d4-4bcd-4d5c-a1ff-2cde76afe6f2,kiki97,Singapore,Education,female,0.0,0.0,0.0,0.0,0.0,low
1cd284d2-d99c-4b5e-80a0-59a378b1b1de,willa23,Christchurch,Hospitality,male,0.0,0.0,0.0,0.0,0.0,low
34d1b063-7add-4340-ae45-d2ed97f1a34c,mila,Christchurch,Media,female,0.0,0.0,0.0,0.0,0.0,low
b083f2fd-8434-4455-a0ee-c9cf09047e9a,ada,Melbourne,Fashion,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,low
9f9b5bc7-0132-49a8-89a5-350646035ac7,greta,Wellington,Retail,female,0.0,0.0,0.0,0.0,0.0,low
52d8d2f6-2f20-42a0-8fd3-ffd5617e7658,violet80,Sydney,Advertising,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,low
0aa572d3-7ed3-4350-a9ef-3dcdc9706048,millie54,Adelaide,Marketing,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,low
0de10935-82c6-49b8-a637-a5cf8c72feeb,beth_x,Adelaide,Media,male,0.0,0.0,0.0,0.0,0.0,low
f45f347c-ec6c-4f62-b63a-6ef5dfa17249,willa,Brisbane,Finance,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,medium
6c12eb3b-3eb9-4afc-9ba2-f8d2ef138af0,harper,Melbourne,Retail,male,0.0,0.0,0.0,0.0,0.0,low
cb49507b-0cde-4169-8ce8-1e8a7c14f696,rubyxo,Perth,Technology,male,0.0,0.0,0.0,0.0,0.0,low
5306ce59-5a75-4aa7-93a4-556076ea0a35,emmie,Hobart,Fashion,female,0.0,0.0,0.0,0.0,0.0,low
d79bf016-c397-415a-822a-ad1595ec6dc4,ana76,Auckland,Finance,male,0.0,0.0,0.0,0.0,0.0,low
e015e5d5-1e1b-4de7-844a-ac88c7e3ae16,mimi42,Christchurch,Marketing,female,0.0,0.0,0.0,0.0,0.0,low
5e8ac443-1147-4cc2-9cc4-845f0ceecad9,iris,Brisbane,Government,male,0.0,0.0,0.0,0.0,0.0,low
9920aaba-838a-41bd-b9cc-2a2be9b4f197,poppy,London,Consulting,female,0.0,0.0,0.0,0.0,0.0,low
093684bb-6a1f-4d14-837c-95e73edfe995,drew,Manchester,Education,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,low
ce0c2aaa-c5bb-41aa-8a03-c59a5493f14c,ava,Auckland,Technology,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,low
910e8f63-b379-4ae9-8895-6b87cc330335,remizz,Wellington,Education,male,0.0,0.0,0.0,0.0,0.0,low
418c1723-77e8-49d5-a2e3-783101b6ed9e,frankie,Adelaide,Legal,non_binary,0.0,0.0,0.0,0.0,0.0,low
106f20bd-afd0-4abd-9b2b-915f956d86e6,nora41,Wellington,Media,female,0.0,0.0,0.0,0.0,0.0,low
df753451-db20-4a8e-99e2-ff167133ef8b,cam,Adelaide,Finance,female,0.0,0.0,0.0,0.0,0.0,low
0b57c2ff-0f7a-48da-aa64-7267e2bcb687,indi,Perth,Education,female,0.0,0.0,0.0,0.0,0.0,low
9554952b-0c64-41d0-bb98-13281709f643,eden,Perth,Education,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,low
b0a44120-60d8-4e70-9e80-ba3f54a4cd16,indi7,Singapore,Fashion,prefer_not_to_say,0.0,0.0,0.0,0.0,0.0,low
c11195d8-c657-4401-abb5-f1830ef82a72,jules,Newcastle,Finance,female,0.0,0.0,0.0,0.0,0.0,low
8c0f3a1c-a958-470e-afea-5b1b3cae59e4,marnie56,London,Marketing,female,0.0,0.0,0.0,0.0,0.0,medium
