community_id,community_name,record_type,record_id,source_post_id,reply_to_comment_id,user_id,username,created_at,raw_text,clean_text,like_count,comment_count,engagement_count,city,industry,gender
demo_shameless_community,Demo Shameless Community,comment,54c7365b-0c85-49fe-826d-4a17f31f10e1,46e7c05b-3c6f-4a02-88e5-c42e8431d29c,,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-01-17 14:47:00+00:00,The most revealing part is always what gets framed as relatable.,the most revealing part is always what gets framed as relatable ,0,0,0,Bristol,Healthcare,female
demo_shameless_community,Demo Shameless Community,comment,99804484-4be4-478f-8372-7a7a2af197dc,46e7c05b-3c6f-4a02-88e5-c42e8431d29c,760a8903-59b9-4fc8-bdf5-ce8228650a6d,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-01-17 17:47:00+00:00,I think the tricky part is i think we pretend these conversations are about ethics when half the time they are about taste.,i think the tricky part is i think we pretend these conversations are about ethics when half the time they are about taste ,0,0,0,Bristol,Healthcare,female
demo_shameless_community,Demo Shameless Community,post,a4d5d251-2936-4702-a4e3-071c93cee31d,a4d5d251-2936-4702-a4e3-071c93cee31d,,97bca700-cb0e-4868-b443-49a209c71436,billiexo,2026-01-25 07:51:00+00:00,Open thread for award season narratives. Trying to separate what is actually interesting from what is just loud online. Would love your hot take.,open thread for award season narratives trying to separate what is actually interesting from what is just loud online would love your hot take ,2,2,4,Brisbane,Fashion,female
demo_shameless_community,Demo Shameless Community,comment,9da56bf8-c7bc-4700-b691-6d945966c20e,a4d5d251-2936-4702-a4e3-071c93cee31d,,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-01-25 09:51:00+00:00,This is why I miss slower media cycles.,this is why i miss slower media cycles ,2,0,2,Bristol,Healthcare,female
demo_shameless_community,Demo Shameless Community,comment,079c9331-1188-482f-8a1c-ed78890e7126,a4d5d251-2936-4702-a4e3-071c93cee31d,,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-01-25 11:51:00+00:00,My unglamorous answer is that PR teams are better at shaping the vibe than the substance.,my unglamorous answer is that pr teams are better at shaping the vibe than the substance ,1,0,1,Wellington,Marketing,female
demo_shameless_community,Demo Shameless Community,post,a8fc2636-6528-4601-a315-3c4b7b731c70,a8fc2636-6528-4601-a315-3c4b7b731c70,,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-01-25 20:00:00+00:00,I keep circling back to nepo-baby discourse. Feels like there is a more interesting angle here than the obvious one. Share your most nuanced take. Curious whether people changed their mind over the last few weeks.,i keep circling back to nepo baby discourse feels like there is a more interesting angle here than the obvious one share your most nuanced take curious whether people changed their mind over the last few weeks ,1,3,4,London,Legal,male
demo_shameless_community,Demo Shameless Community,comment,53964d94-3ec2-479b-b6c3-c08a5e0e138e,a8fc2636-6528-4601-a315-3c4b7b731c70,,7716d5c5-f68c-4d02-b068-a9e35a9545c4,sasha_zz,2026-01-25 23:00:00+00:00,"I had not thought about it that way, but that feels right.",i had not thought about it that way but that feels right ,0,0,0,Adelaide,Advertising,female
demo_shameless_community,Demo Shameless Community,post,3d05704a-6b84-4700-8ef9-47380917f6dc,3d05704a-6b84-4700-8ef9-47380917f6dc,,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-01-26 09:47:00+00:00,Need the group's view on celebrity side hustles. I want the read that makes the whole thing click. Please send your best example. Curious whether people changed their mind over the last few weeks.,need the group s view on celebrity side hustles i want the read that makes the whole thing click please send your best example curious whether people changed their mind over the last few weeks ,4,2,6,London,Legal,male
demo_shameless_community,Demo Shameless Community,comment,3e463991-1dd6-4058-9e31-99b45898552e,a8fc2636-6528-4601-a315-3c4b7b731c70,,b9c72815-43ef-4b19-bccc-3fef787c4ac1,alixs,2026-01-26 11:00:00+00:00,I think the internet is flattening the most interesting part of it.,i think the internet is flattening the most interesting part of it ,1,0,1,Brisbane,Hospitality,female
demo_shameless_community,Demo Shameless Community,comment,bcb4fb25-32e1-46c1-87e7-3ad40fecf393,3d05704a-6b84-4700-8ef9-47380917f6dc,,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-01-26 14:47:00+00:00,I would love a longer episode on this because the nuance disappears in clips.,i would love a longer episode on this because the nuance disappears in clips ,1,0,1,London,Legal,male
demo_shameless_community,Demo Shameless Community,comment,f78c8aef-8e93-4540-b64d-5c120cfc316f,a8fc2636-6528-4601-a315-3c4b7b731c70,,d48cb34a-67cb-4a35-ab29-05b3fd2d2699,ana,2026-01-26 15:00:00+00:00,Honestly I think audience fatigue is doing half the work here.,honestly i think audience fatigue is doing half the work here ,0,0,0,London,Nonprofit,male
demo_shameless_community,Demo Shameless Community,comment,13d21a2e-1342-4ba4-8eb1-5213b9b588aa,3d05704a-6b84-4700-8ef9-47380917f6dc,bcb4fb25-32e1-46c1-87e7-3ad40fecf393,d3f621e6-367a-4f80-8697-80ba92f7badd,amber,2026-01-26 23:47:00+00:00,"I think the tricky part is i don't have a full thesis, but my gut says we're rewarding familiarity.",i think the tricky part is i don t have a full thesis but my gut says we re rewarding familiarity ,0,0,0,Singapore,Media,female
demo_shameless_community,Demo Shameless Community,post,60403083-831d-4220-9e57-833119cdeaf9,60403083-831d-4220-9e57-833119cdeaf9,,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-01-27 18:05:00+00:00,Is anyone else fully locked into internet overexposure discourse? Trying to separate what is actually interesting from what is just loud online. Would love your smartest read. Curious whether people changed their mind over the last few weeks.,is anyone else fully locked into internet overexposure discourse trying to separate what is actually interesting from what is just loud online would love your smartest read curious whether people changed their mind over the last few weeks ,2,2,4,London,Legal,male
demo_shameless_community,Demo Shameless Community,comment,aac6fbb5-d569-45d5-96f6-5857e96c6dfe,60403083-831d-4220-9e57-833119cdeaf9,,c46eb7b5-1cd6-4b09-97c3-0cb70933c953,fern,2026-01-28 02:05:00+00:00,I think the internet is flattening the most interesting part of it.,i think the internet is flattening the most interesting part of it ,0,0,0,Manchester,Consulting,female
demo_shameless_community,Demo Shameless Community,comment,ca601e66-1a90-4cca-9559-0150a0c4183c,60403083-831d-4220-9e57-833119cdeaf9,aac6fbb5-d569-45d5-96f6-5857e96c6dfe,971b74b9-34b6-4d68-b86b-6374e2cf764f,remis,2026-01-28 04:05:00+00:00,Small addition: this would make such a good newsletter round-up topic.,small addition this would make such a good newsletter round up topic ,1,0,1,Bristol,Nonprofit,male
demo_shameless_community,Demo Shameless Community,post,c299d029-cc41-4e2e-9e3f-93fa7677dc20,c299d029-cc41-4e2e-9e3f-93fa7677dc20,,c46eb7b5-1cd6-4b09-97c3-0cb70933c953,fern,2026-01-28 19:08:00+00:00,Can someone explain why microtrend fatigue keeps coming back? Feels like there is a more interesting angle here than the obvious one. Share your best Substack.,can someone explain why microtrend fatigue keeps coming back feels like there is a more interesting angle here than the obvious one share your best substack ,0,5,5,Manchester,Consulting,female
demo_shameless_community,Demo Shameless Community,post,a027f881-f689-425f-92b3-7229f78c04f7,a027f881-f689-425f-92b3-7229f78c04f7,,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-01-28 20:00:00+00:00,Need the group's view on PR relationships. I want the read that makes the whole thing click. Please send your spiciest theory. Bonus points if it's more thoughtful than whatever TikTok is doing with it today.,need the group s view on pr relationships i want the read that makes the whole thing click please send your spiciest theory bonus points if it s more thoughtful than whatever tiktok is doing with it today ,1,1,2,Wellington,Advertising,female
demo_shameless_community,Demo Shameless Community,comment,03fc5f62-10e2-419e-914e-c408006af7ec,a027f881-f689-425f-92b3-7229f78c04f7,,bd7c68e4-dbd3-42dd-a87e-932ce8096d75,nell35,2026-01-29 06:00:00+00:00,"There is a good point buried in the mess, but people are reacting to the performance of it all.",there is a good point buried in the mess but people are reacting to the performance of it all ,2,0,2,Gold Coast,Technology,prefer_not_to_say
demo_shameless_community,Demo Shameless Community,comment,55077de0-31c6-4d9b-b8c3-cd91c097c23b,c299d029-cc41-4e2e-9e3f-93fa7677dc20,,bd7c68e4-dbd3-42dd-a87e-932ce8096d75,nell35,2026-01-29 10:08:00+00:00,The most revealing part is always what gets framed as relatable.,the most revealing part is always what gets framed as relatable ,0,0,0,Gold Coast,Technology,prefer_not_to_say
demo_shameless_community,Demo Shameless Community,comment,a46b0138-7577-4521-a8f4-cdb9520700dd,c299d029-cc41-4e2e-9e3f-93fa7677dc20,,b09208d7-39f5-4e12-b9b2-f069b81a344f,elsie,2026-01-29 14:08:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,for me it comes down to whether the person seems self aware or just strategic ,2,0,2,Melbourne,Marketing,male
demo_shameless_community,Demo Shameless Community,comment,532de0c1-f80b-4af3-83f0-0ea9c2a5e17f,c299d029-cc41-4e2e-9e3f-93fa7677dc20,,d48cb34a-67cb-4a35-ab29-05b3fd2d2699,ana,2026-01-30 08:08:00+00:00,My unglamorous answer is that PR teams are better at shaping the vibe than the substance.,my unglamorous answer is that pr teams are better at shaping the vibe than the substance ,0,0,0,London,Nonprofit,male
demo_shameless_community,Demo Shameless Community,comment,4ac286ac-ba0c-4ac6-82c1-2f04ca3f4754,c299d029-cc41-4e2e-9e3f-93fa7677dc20,,06264520-0673-4fc6-9c00-5b829fd744dc,mabel,2026-01-30 17:08:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,for me it comes down to whether the person seems self aware or just strategic ,2,0,2,Brisbane,Education,female
demo_shameless_community,Demo Shameless Community,comment,0a2bec04-67d3-4aef-a5a9-830e561a2b03,c299d029-cc41-4e2e-9e3f-93fa7677dc20,4ac286ac-ba0c-4ac6-82c1-2f04ca3f4754,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-01-31 02:08:00+00:00,"Counterpoint: yes, and the tone matters almost more than the facts.",counterpoint yes and the tone matters almost more than the facts ,1,0,1,Wellington,Advertising,female
demo_shameless_community,Demo Shameless Community,post,515f4aff-3724-410b-978d-f0ee289d452a,515f4aff-3724-410b-978d-f0ee289d452a,,b9c72815-43ef-4b19-bccc-3fef787c4ac1,alixs,2026-01-31 07:47:00+00:00,Need the group's view on reality TV villains. This has been rattling around in my head since the latest episode. Keen for the community's smartest dumb take.,need the group s view on reality tv villains this has been rattling around in my head since the latest episode keen for the community s smartest dumb take ,3,0,3,Brisbane,Hospitality,female
demo_shameless_community,Demo Shameless Community,post,fdbffb09-955d-4d67-b49a-371e0e0f5c74,fdbffb09-955d-4d67-b49a-371e0e0f5c74,,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-01-31 09:08:00+00:00,What are we all thinking about cancelled tours right now? I keep hearing versions of the same argument and want something smarter than the timeline. Drop your best explainer.,what are we all thinking about cancelled tours right now i keep hearing versions of the same argument and want something smarter than the timeline drop your best explainer ,0,0,0,Bristol,Healthcare,female
demo_shameless_community,Demo Shameless Community,post,7246c0c9-fe80-47d5-aa99-0109012b7c88,7246c0c9-fe80-47d5-aa99-0109012b7c88,,c46eb7b5-1cd6-4b09-97c3-0cb70933c953,fern,2026-01-31 13:51:00+00:00,Need the group's view on PR relationships. Feels like there is a more interesting angle here than the obvious one. Share your spiciest theory.,need the group s view on pr relationships feels like there is a more interesting angle here than the obvious one share your spiciest theory ,3,3,6,Manchester,Consulting,female
demo_shameless_community,Demo Shameless Community,comment,cc53a464-a77a-483b-901a-8bbe9eceee82,7246c0c9-fe80-47d5-aa99-0109012b7c88,,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-02-01 01:51:00+00:00,My take is less dramatic: people just want a neat story arc.,my take is less dramatic people just want a neat story arc ,1,0,1,London,Legal,male
demo_shameless_community,Demo Shameless Community,post,ed0f7f58-1d69-4376-96c9-9e80d9f315b4,ed0f7f58-1d69-4376-96c9-9e80d9f315b4,,c46eb7b5-1cd6-4b09-97c3-0cb70933c953,fern,2026-02-01 08:08:00+00:00,What are we all thinking about movie press tours right now? Feels like there is a more interesting angle here than the obvious one. Share your thought.,what are we all thinking about movie press tours right now feels like there is a more interesting angle here than the obvious one share your thought ,2,2,4,Manchester,Consulting,female
demo_shameless_community,Demo Shameless Community,comment,02b7bf47-4ee4-4356-ae83-1d2736d076d5,ed0f7f58-1d69-4376-96c9-9e80d9f315b4,,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-02-01 13:08:00+00:00,"I don't even fully disagree, I just think people overcorrect online.",i don t even fully disagree i just think people overcorrect online ,1,0,1,Wellington,Marketing,female
demo_shameless_community,Demo Shameless Community,comment,9e10f609-1238-4248-a0b3-3841005898eb,ed0f7f58-1d69-4376-96c9-9e80d9f315b4,,51efd9cc-9dd5-4483-b6de-ee8e728b82e9,paige69,2026-02-01 19:08:00+00:00,This is why I miss slower media cycles.,this is why i miss slower media cycles ,0,0,0,Brisbane,Healthcare,female
demo_shameless_community,Demo Shameless Community,comment,6900b4d6-f0a9-46d7-943c-1d303aa4c8e3,7246c0c9-fe80-47d5-aa99-0109012b7c88,,ee6ea00c-f6d0-4db3-930a-3ceb13e0b9cb,heidi33,2026-02-01 19:51:00+00:00,Honestly I think audience fatigue is doing half the work here.,honestly i think audience fatigue is doing half the work here ,1,0,1,Manchester,Marketing,non_binary
demo_shameless_community,Demo Shameless Community,comment,1bfe6e14-b83d-400c-90d7-ccd66159f7f1,7246c0c9-fe80-47d5-aa99-0109012b7c88,6900b4d6-f0a9-46d7-943c-1d303aa4c8e3,06264520-0673-4fc6-9c00-5b829fd744dc,mabel,2026-02-01 22:51:00+00:00,I think the tricky part is this is why I miss slower media cycles.,i think the tricky part is this is why i miss slower media cycles ,0,0,0,Brisbane,Education,female
demo_shameless_community,Demo Shameless Community,post,4ce780f8-fac3-49d1-b04a-6157c0daaac6,4ce780f8-fac3-49d1-b04a-6157c0daaac6,,b3cbce25-bcfc-4039-8e81-460817f8514c,poppy_club,2026-02-02 09:55:00+00:00,Can someone explain why microtrend fatigue keeps coming back? I keep hearing versions of the same argument and want something smarter than the timeline. Drop your best Substack. Curious whether people changed their mind over the last few weeks.,can someone explain why microtrend fatigue keeps coming back i keep hearing versions of the same argument and want something smarter than the timeline drop your best substack curious whether people changed their mind over the last few weeks ,4,3,7,London,Government,female
demo_shameless_community,Demo Shameless Community,comment,0f467a10-6f41-4a95-a165-d3f9c41c8825,4ce780f8-fac3-49d1-b04a-6157c0daaac6,,44f0b95b-33a1-4be1-9b55-d4790f1cc3e8,sienna,2026-02-02 17:55:00+00:00,For me it comes down to whether the person seems self-aware or just strategic.,for me it comes down to whether the person seems self aware or just strategic ,3,0,3,Manchester,Technology,prefer_not_to_say
demo_shameless_community,Demo Shameless Community,comment,9ee499e0-3070-46da-8c99-c2e5bc0c327a,4ce780f8-fac3-49d1-b04a-6157c0daaac6,,6282edfc-8011-4fa6-b0a1-a461e37f1c3b,dani54,2026-02-02 21:55:00+00:00,Honestly I think audience fatigue is doing half the work here.,honestly i think audience fatigue is doing half the work here ,1,0,1,Melbourne,Healthcare,prefer_not_to_say
demo_shameless_community,Demo Shameless Community,comment,bf727187-5dac-4d6b-977b-aefa97b7b95c,4ce780f8-fac3-49d1-b04a-6157c0daaac6,9ee499e0-3070-46da-8c99-c2e5bc0c327a,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-02-03 01:55:00+00:00,I think the tricky part is there is also a class angle here that people skip past.,i think the tricky part is there is also a class angle here that people skip past ,1,0,1,Wellington,Marketing,female
demo_shameless_community,Demo Shameless Community,post,60165a64-6147-4751-a15a-89cc89847ccf,60165a64-6147-4751-a15a-89cc89847ccf,,b09208d7-39f5-4e12-b9b2-f069b81a344f,elsie,2026-02-03 07:08:00+00:00,Is anyone else fully locked into comfort rewatches discourse? I keep hearing versions of the same argument and want something smarter than the timeline. Drop your show rec.,is anyone else fully locked into comfort rewatches discourse i keep hearing versions of the same argument and want something smarter than the timeline drop your show rec ,4,5,9,Melbourne,Marketing,male
demo_shameless_community,Demo Shameless Community,comment,2253d966-d3e1-45e0-9664-9325dba9b405,60165a64-6147-4751-a15a-89cc89847ccf,,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-02-03 17:08:00+00:00,My take is less dramatic: people just want a neat story arc.,my take is less dramatic people just want a neat story arc ,0,0,0,Wellington,Advertising,female
demo_shameless_community,Demo Shameless Community,comment,0ccbe82a-8848-4409-89b4-6e62acce3a7f,60165a64-6147-4751-a15a-89cc89847ccf,,8c3853ef-e9fd-489e-a00e-c4e6de6388c3,soph,2026-02-03 23:08:00+00:00,"This is where access, taste and timing all get muddled together.",this is where access taste and timing all get muddled together ,0,0,0,Bristol,Healthcare,female
demo_shameless_community,Demo Shameless Community,post,a0e77a2c-e26c-4eb6-b67f-140daec10f59,a0e77a2c-e26c-4eb6-b67f-140daec10f59,,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-02-04 07:33:00+00:00,Need the group's view on PR relationships. Trying to separate what is actually interesting from what is just loud online. Would love your spiciest theory.,need the group s view on pr relationships trying to separate what is actually interesting from what is just loud online would love your spiciest theory ,1,0,1,Wellington,Advertising,female
demo_shameless_community,Demo Shameless Community,comment,d8039671-6819-418c-af33-f2702ec364d0,60165a64-6147-4751-a15a-89cc89847ccf,,d48cb34a-67cb-4a35-ab29-05b3fd2d2699,ana,2026-02-04 11:08:00+00:00,There is also a class angle here that people skip past.,there is also a class angle here that people skip past ,0,0,0,London,Nonprofit,male
demo_shameless_community,Demo Shameless Community,comment,a7377858-6b44-4cd1-8686-b64abac2f6e7,60165a64-6147-4751-a15a-89cc89847ccf,,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-02-04 12:08:00+00:00,There is also a class angle here that people skip past.,there is also a class angle here that people skip past ,2,0,2,Wellington,Advertising,female
demo_shameless_community,Demo Shameless Community,comment,ae918f4a-9323-4762-b67d-b90ce46eb933,60165a64-6147-4751-a15a-89cc89847ccf,,2b45a69d-9c7d-49d0-b5e6-f94c40a15556,kate92,2026-02-04 14:08:00+00:00,"I don't even fully disagree, I just think people overcorrect online.",i don t even fully disagree i just think people overcorrect online ,1,0,1,Adelaide,Technology,male
demo_shameless_community,Demo Shameless Community,post,14b9b482-b778-4bf8-85d9-b5db7a2b1459,14b9b482-b778-4bf8-85d9-b5db7a2b1459,,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-02-04 19:08:00+00:00,Can someone explain why book-to-screen adaptations keeps coming back? Trying to separate what is actually interesting from what is just loud online. Would love your must-read.,can someone explain why book to screen adaptations keeps coming back trying to separate what is actually interesting from what is just loud online would love your must read ,1,1,2,London,Legal,male
demo_shameless_community,Demo Shameless Community,comment,e0990b97-468a-46a2-b378-f1b9050b5057,14b9b482-b778-4bf8-85d9-b5db7a2b1459,,3c46fc4c-22a4-4dca-9078-1eb0d5d529cc,mads,2026-02-05 03:08:00+00:00,"This is where access, taste and timing all get muddled together.",this is where access taste and timing all get muddled together ,0,0,0,London,Legal,male
demo_shameless_community,Demo Shameless Community,post,8ce90194-ff89-4ea0-b413-cd72390146e0,8ce90194-ff89-4ea0-b413-cd72390146e0,,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-02-05 20:15:00+00:00,Who has the best take on reality TV villains? This has been rattling around in my head since the latest episode. Keen for the community's smartest dumb take. Bonus points if it's more thoughtful than whatever TikTok is doing with it today.,who has the best take on reality tv villains this has been rattling around in my head since the latest episode keen for the community s smartest dumb take bonus points if it s more thoughtful than whatever tiktok is doing with it today ,2,4,6,Wellington,Advertising,female
demo_shameless_community,Demo Shameless Community,comment,306ad8ef-370d-4226-be3e-b311a6c41924,8ce90194-ff89-4ea0-b413-cd72390146e0,,07c76569-1d23-4fcc-b263-bddc7f5f03b6,pearl93,2026-02-06 08:15:00+00:00,"I don't even fully disagree, I just think people overcorrect online.",i don t even fully disagree i just think people overcorrect online ,1,0,1,Melbourne,Hospitality,prefer_not_to_say
demo_shameless_community,Demo Shameless Community,comment,5816df5f-dacb-4973-a80b-3deda73abe95,8ce90194-ff89-4ea0-b413-cd72390146e0,,92a2012e-738d-4a74-becf-07dd07ab44f7,lila,2026-02-06 12:15:00+00:00,This is why I miss slower media cycles.,this is why i miss slower media cycles ,0,0,0,Wellington,Advertising,female
demo_shameless_community,Demo Shameless Community,comment,91854f75-c1c3-40fc-8f3b-b2d48772915e,8ce90194-ff89-4ea0-b413-cd72390146e0,,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-02-06 21:15:00+00:00,Honestly I think audience fatigue is doing half the work here.,honestly i think audience fatigue is doing half the work here ,1,0,1,Wellington,Marketing,female
demo_shameless_community,Demo Shameless Community,comment,5fd40ab7-b3d6-48be-af91-7374883a6815,8ce90194-ff89-4ea0-b413-cd72390146e0,,51efd9cc-9dd5-4483-b6de-ee8e728b82e9,paige69,2026-02-07 01:15:00+00:00,I keep coming back to who benefits from the framing.,i keep coming back to who benefits from the framing ,0,0,0,Brisbane,Healthcare,female
demo_shameless_community,Demo Shameless Community,post,96893c7b-7acc-4d2e-820f-a2977f4e8af8,96893c7b-7acc-4d2e-820f-a2977f4e8af8,,bd7c68e4-dbd3-42dd-a87e-932ce8096d75,nell35,2026-02-08 21:33:00+00:00,Can someone explain why reality TV villains keeps coming back? Trying to separate what is actually interesting from what is just loud online. Would love your smartest dumb take.,can someone explain why reality tv villains keeps coming back trying to separate what is actually interesting from what is just loud online would love your smartest dumb take ,4,5,9,Gold Coast,Technology,prefer_not_to_say
demo_shameless_community,Demo Shameless Community,comment,d9069947-6297-4791-b518-aa5db55638fb,96893c7b-7acc-4d2e-820f-a2977f4e8af8,,7b71142d-776d-422c-9dd8-e8a1db4563e1,layla,2026-02-08 23:33:00+00:00,I would love a longer episode on this because the nuance disappears in clips.,i would love a longer episode on this because the nuance disappears in clips ,3,0,3,Wellington,Marketing,female
demo_shameless_community,Demo Shameless Community,comment,09e9832e-805c-477f-8447-397c531e4129,96893c7b-7acc-4d2e-820f-a2977f4e8af8,d9069947-6297-4791-b518-aa5db55638fb,d48cb34a-67cb-4a35-ab29-05b3fd2d2699,ana,2026-02-09 05:33:00+00:00,Counterpoint: this is exactly the kind of topic that sounds bigger online than it is offline.,counterpoint this is exactly the kind of topic that sounds bigger online than it is offline ,0,0,0,London,Nonprofit,male
