community_id,community_name,segment_type,segment_value,theme_label,record_count,total_engagement,avg_engagement,positive_count,neutral_count,negative_count,positive_rate
demo_shameless_community,Demo Shameless Community,industry,Healthcare,nepo baby,1,5,5.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Hospitality,poll you like guest more,1,5,5.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,female,poll you like guest more,1,5,5.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,female,wellness rebrands,1,5,5.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,prefer_not_to_say,movie press tours,1,5,5.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Auckland,book to screen adaptations,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Auckland,redemption arcs,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Brisbane,award season,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Bristol,the fame fatigue chat,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Canberra,guest,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Gold Coast,pr relationships,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Manchester,movie press tours,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Manchester,reality tv villains,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Melbourne,cancelled tours,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Wellington,have redemption arcs,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Advertising,have redemption arcs,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Consulting,movie press tours,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Education,guest,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Fashion,award season,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Fashion,the fame fatigue chat,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Government,cancelled tours,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,book to screen adaptations,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,redemption arcs,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Student,pr relationships,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Student,reality tv villains,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,female,have redemption arcs,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,female,the fame fatigue chat,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,non_binary,cancelled tours,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,non_binary,comfort rewatches,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,non_binary,guest,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,non_binary,redemption arcs,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,prefer_not_to_say,pr relationships,1,4,4.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Auckland,celebrity memoirs,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Auckland,microtrend fatigue,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Auckland,sad girl pop,1,3,3.0,0,1,0,0.0
demo_shameless_community,Demo Shameless Community,city,Brisbane,reality tv villains,1,3,3.0,0,0,1,0.0
demo_shameless_community,Demo Shameless Community,city,Bristol,internet overexposure,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Christchurch,sad girl pop,1,3,3.0,0,0,1,0.0
demo_shameless_community,Demo Shameless Community,city,Gold Coast,girlboss backlash,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,London,comfort rewatches,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,London,messy celeb interviews,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,London,would you shameless live listen melbourne,1,3,3.0,0,0,1,0.0
demo_shameless_community,Demo Shameless Community,industry,Advertising,comfort rewatches,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Finance,girlboss backlash,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,internet overexposure,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,microtrend fatigue,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,sad girl pop,1,3,3.0,0,1,0,0.0
demo_shameless_community,Demo Shameless Community,industry,Hospitality,reality tv villains,1,3,3.0,0,0,1,0.0
demo_shameless_community,Demo Shameless Community,industry,Legal,comfort rewatches,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Legal,messy celeb interviews,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Legal,would you shameless live listen melbourne,1,3,3.0,0,0,1,0.0
demo_shameless_community,Demo Shameless Community,industry,Media,sad girl pop,1,3,3.0,0,0,1,0.0
demo_shameless_community,Demo Shameless Community,industry,Student,girlboss backlash,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Student,nepo baby,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,male,messy celeb interviews,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,male,would you shameless live listen melbourne,1,3,3.0,0,0,1,0.0
demo_shameless_community,Demo Shameless Community,gender,non_binary,celebrity memoirs,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,non_binary,girlboss backlash,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,prefer_not_to_say,girlboss backlash,1,3,3.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Auckland,what's your comfort rewatch,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Bristol,comfort rewatches,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Bristol,smartest dumb watch,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Gold Coast,cancelled tours,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Melbourne,nepo baby,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Wellington,long read the celebrity memoir boom,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Advertising,long read the celebrity memoir boom,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Education,girlboss backlash,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Education,nepo baby,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Finance,microtrend fatigue,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,comfort rewatches,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,smartest dumb watch,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,what's your comfort rewatch,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Legal,book to screen adaptations,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Marketing,sad girl pop,1,2,2.0,0,0,1,0.0
demo_shameless_community,Demo Shameless Community,industry,Student,cancelled tours,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,female,long read the celebrity memoir boom,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,female,smartest dumb watch,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,male,book to screen adaptations,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,non_binary,what's your comfort rewatch,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,prefer_not_to_say,cancelled tours,1,2,2.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Adelaide,movie press tours,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Auckland,parasocial friendship,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Bristol,pr relationships,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,London,guest,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,pr relationships,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Media,parasocial friendship,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Student,guest,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,female,guest,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,female,parasocial friendship,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,male,movie press tours,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,male,parasocial friendship,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,non_binary,parasocial friendship,1,1,1.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Auckland,reality tv villains,1,0,0.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,city,Bristol,cancelled tours,1,0,0.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,cancelled tours,1,0,0.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Healthcare,reality tv villains,1,0,0.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Media,book to screen adaptations,1,0,0.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,industry,Nonprofit,microtrend fatigue,1,0,0.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,female,cancelled tours,1,0,0.0,1,0,0,1.0
demo_shameless_community,Demo Shameless Community,gender,non_binary,reality tv villains,1,0,0.0,1,0,0,1.0
